Location,Distance from Junction,Size of House,Number of Rooms,Distance from Metro,Furnished,Parking,Water & Electricity,Rent
Electronic City,4568.178045561352,447,1,4945.441699280531,Furnished,Yes,Yes,16418.0
K.R Puram,8456.673490987714,304,1,101.3568634137918,Not furnished,No,Yes,17170.0
Kengeri,1142.3713859139584,495,5,1966.1971586259708,Furnished,Yes,Yes,23118.0
Majestic,2553.533502289015,204,1,4088.0526545862176,Not furnished,Yes,Yes,22990.0
Yelahanka,8279.764635022515,200,5,1633.0144013098852,Semi-furnished,Yes,No,21973.0
Electronic City,3779.940386261531,200,5,3245.1808795926086,Semi-furnished,Yes,Yes,17384.0
Majestic,9811.815587938421,200,3,4961.296018832302,Furnished,Yes,Yes,33509.0
K.R Puram,4662.532815278354,200,1,3233.856444079719,Furnished,Yes,Yes,31358.0
Kengeri,7919.35622963764,653,2,555.9568881163445,Furnished,Yes,Yes,9708.0
K.R Puram,4023.0704138237193,200,1,4214.659784769928,Furnished,Yes,Yes,21858.0
Yelahanka,4249.535190624304,490,1,4833.287186462648,Furnished,Yes,Yes,24626.0
Majestic,3828.831472841835,346,4,3562.542106494338,Furnished,No,Yes,18523.0
Majestic,7190.756205108118,383,2,2095.3404992153514,Not furnished,Yes,Yes,31121.0
Majestic,5475.178840599945,214,2,4742.000876727122,Furnished,Yes,No,28585.0
Yelahanka,9437.781113683692,398,4,4842.8600752459915,Furnished,Yes,Yes,28208.0
Yelahanka,2508.9031653410475,212,4,4675.583717495787,Furnished,Yes,Yes,11870.0
K.R Puram,1005.6273208344435,488,1,2059.095011550403,Furnished,Yes,Yes,26731.0
Silk Board,3932.6148509921522,500,3,3948.5383698442342,Furnished,Yes,Yes,23126.0
K.R Puram,6167.12707646776,329,4,3270.8967951703,Furnished,Yes,Yes,23259.0
Kengeri,8607.98936915495,339,2,898.5333294279341,Furnished,Yes,Yes,22680.0
Electronic City,3461.968866803277,414,2,2677.57450838577,Furnished,Yes,Yes,26695.0
Majestic,6537.867511244616,407,1,3738.455045643185,Furnished,No,Yes,19306.0
Silk Board,3501.9868102321907,503,3,4479.561379826547,Semi-furnished,Yes,Yes,38139.0
Electronic City,6172.195829944581,499,5,4312.991852032767,Furnished,Yes,Yes,30533.0
Silk Board,8848.07947030651,345,4,773.2925009274105,Not furnished,Yes,Yes,20449.0
K.R Puram,2313.57642259409,278,4,2440.166232426054,Furnished,Yes,Yes,23709.0
Yelahanka,4042.4164210703916,471,1,2391.343147303925,Furnished,Yes,Yes,15744.0
Majestic,9932.651964297465,326,3,4493.685309489611,Furnished,No,Yes,33661.0
K.R Puram,8685.570282494607,367,2,9.686545684334247,Not furnished,Yes,No,22145.0
Electronic City,5646.39857896202,429,2,3693.567688134638,Not furnished,Yes,No,26463.0
Electronic City,5166.275918542753,496,5,3093.2075827313265,Furnished,Yes,No,26061.0
Electronic City,2846.00382304681,389,2,4607.857365882831,Furnished,Yes,Yes,28328.0
Electronic City,5172.094276935294,261,4,2284.58675165869,Furnished,Yes,No,32177.0
Electronic City,8481.814982799471,619,5,3288.361249377503,Furnished,Yes,Yes,17645.0
Silk Board,6851.745132777805,579,3,4863.735152107712,Furnished,Yes,No,20980.0
K.R Puram,2900.440281779866,200,5,3719.5188145795437,Furnished,Yes,No,25806.0
Majestic,2014.6392105353295,213,3,336.9198706488369,Semi-furnished,Yes,Yes,33991.0
Yelahanka,2652.085369968291,232,2,837.6677548633727,Furnished,Yes,Yes,14221.0
Yelahanka,1697.5920139282653,477,1,4107.25551479874,Furnished,Yes,Yes,23823.0
K.R Puram,956.4069602371594,625,5,1673.9777048682947,Furnished,Yes,Yes,23920.0
K.R Puram,4191.36174442055,274,5,3529.590552991375,Semi-furnished,Yes,Yes,29940.0
Yelahanka,1132.9960439826768,375,4,3499.11866671914,Furnished,Yes,Yes,12441.0
Yelahanka,1719.1255772710433,237,4,4968.502616941025,Furnished,No,Yes,28668.0
Silk Board,5473.246843394862,605,3,2349.363618181704,Furnished,No,Yes,23096.0
Kengeri,1645.9927369957472,473,1,3689.1618025296157,Furnished,Yes,No,23139.0
Majestic,638.7976743090285,226,4,243.76438643051168,Furnished,Yes,Yes,35183.0
Electronic City,3173.888500278852,200,4,2312.955103465443,Furnished,Yes,Yes,26349.0
Kengeri,2203.1909862196753,505,2,933.4077240856548,Furnished,Yes,Yes,21648.0
K.R Puram,5153.051879943768,264,2,4202.857758565884,Furnished,Yes,No,26725.0
Yelahanka,1023.6708458320932,476,4,4199.541660080355,Furnished,Yes,Yes,19975.0
Kengeri,7517.7078768297815,394,3,1181.8221035284764,Furnished,No,Yes,16998.0
Majestic,9062.335194351386,200,1,1591.425765582341,Furnished,Yes,Yes,36277.0
K.R Puram,7434.351739561944,228,4,3512.388922301761,Furnished,Yes,Yes,30406.0
Electronic City,5328.270374013942,296,3,3691.3296170613353,Furnished,No,Yes,16333.0
Electronic City,8606.678217888852,248,3,3288.158010571869,Furnished,Yes,Yes,28193.0
Majestic,6949.183797815075,367,4,4983.473187630806,Furnished,Yes,Yes,19842.0
Majestic,105.51122450189854,410,3,4343.41605992556,Semi-furnished,No,Yes,26168.0
Yelahanka,3940.901527745031,618,5,2085.2944037626125,Furnished,Yes,Yes,24698.0
Electronic City,8509.518994068001,420,3,1634.8836077094181,Furnished,Yes,Yes,21876.0
K.R Puram,3458.5885797526926,573,4,2984.248739980402,Furnished,Yes,Yes,16175.0
Kengeri,352.151735255235,278,3,4088.181679167519,Furnished,Yes,Yes,18415.0
K.R Puram,7461.7963855227235,524,4,2376.717368682764,Furnished,Yes,No,29225.0
Silk Board,8020.382702828686,292,2,3688.4630341581974,Furnished,Yes,Yes,35946.0
Silk Board,1605.9369504330855,212,4,95.80019753021196,Furnished,Yes,Yes,34937.0
Majestic,5373.4049684318115,206,3,4629.200541490521,Furnished,Yes,No,24974.0
Yelahanka,1919.5543899572576,200,4,3869.173637577262,Semi-furnished,No,No,22378.0
Silk Board,7192.344190441468,478,1,1970.9504338206646,Furnished,Yes,Yes,21100.0
Electronic City,2715.5045517748567,200,4,1920.0616275964605,Furnished,Yes,No,23692.0
K.R Puram,3162.151225633301,561,4,514.4340387425267,Furnished,Yes,No,28076.0
K.R Puram,8449.708536401014,323,1,4080.768619412642,Furnished,No,Yes,26816.0
Majestic,4763.223522069044,200,1,3843.147546285922,Furnished,Yes,Yes,22579.0
Kengeri,6697.544512182479,200,1,3151.2485376780814,Furnished,Yes,Yes,19826.0
Majestic,4023.7305072246763,378,5,507.2823607201726,Furnished,Yes,No,18106.0
Kengeri,2980.068571937554,200,4,1311.706828185354,Furnished,No,Yes,24602.0
Majestic,6254.780604246614,438,1,2294.5723663230915,Furnished,No,Yes,33332.0
Majestic,1548.575740788213,200,1,1329.8597188211297,Furnished,Yes,No,34294.0
Majestic,3729.99835566863,239,2,2169.869615764518,Semi-furnished,Yes,No,29311.0
Kengeri,2090.3703738592226,379,5,1129.7877031882613,Furnished,Yes,Yes,20317.0
Kengeri,6957.949669407455,420,4,1748.0025190300835,Furnished,Yes,Yes,24163.0
Majestic,9442.088383461076,469,3,3261.484417983138,Furnished,Yes,Yes,33694.0
Silk Board,9955.109680158663,200,5,4461.805403898476,Semi-furnished,Yes,No,24895.0
Yelahanka,4502.768104415907,303,5,1925.1534061641262,Furnished,No,No,26175.0
Yelahanka,2525.303896364445,513,2,3459.5411558037877,Furnished,No,No,12344.0
Yelahanka,4428.293703843241,303,4,673.9654319126015,Furnished,Yes,No,24047.0
Kengeri,8472.694099627239,394,4,2704.0898892788073,Furnished,Yes,Yes,20717.0
Kengeri,2060.056785520399,374,1,4608.5211277725675,Furnished,Yes,Yes,18001.0
Silk Board,9520.956516529237,545,1,139.67902228691707,Furnished,Yes,Yes,28690.0
Yelahanka,3418.65768798151,280,5,1337.7868086340427,Furnished,Yes,Yes,14477.0
Yelahanka,9858.03659450305,200,2,662.4676684007213,Furnished,Yes,Yes,11759.0
Majestic,8386.088875339623,204,4,2665.607397482074,Furnished,Yes,Yes,32859.0
Kengeri,8085.705341473903,378,2,3398.2123203566266,Furnished,No,No,21172.0
Yelahanka,3179.046737732836,200,3,288.89596031554663,Semi-furnished,No,Yes,17563.0
K.R Puram,87.77211947929464,268,4,351.4221032027565,Furnished,No,No,27635.0
Silk Board,3821.329088259878,361,1,4348.145963744527,Furnished,Yes,Yes,23074.0
K.R Puram,3018.093696626937,235,5,2281.1657428375415,Furnished,Yes,Yes,31020.0
K.R Puram,373.9699040879729,399,2,2314.757998193239,Furnished,No,Yes,18485.0
Silk Board,5053.652565059297,458,1,4722.901974790584,Furnished,Yes,No,20108.0
K.R Puram,4030.3131128273662,418,5,1601.048051324659,Furnished,Yes,Yes,24818.0
Yelahanka,6345.564677415247,200,1,4485.118235163952,Furnished,No,No,28938.0
Kengeri,6211.863221940832,361,4,4871.273722881318,Furnished,Yes,Yes,9946.0
Silk Board,1207.4663589668012,373,2,1208.4709882521515,Semi-furnished,No,Yes,29411.0
Majestic,9769.655461266226,292,3,2570.1942460627147,Furnished,Yes,No,25709.0
K.R Puram,1869.3142944144693,396,1,2671.780764501292,Furnished,Yes,Yes,27057.0
Silk Board,4452.740247647046,391,2,4330.840558960319,Furnished,Yes,Yes,33461.0
Electronic City,4881.1754343373495,336,4,1519.540681909108,Furnished,Yes,Yes,29344.0
Electronic City,8130.627972141201,200,1,3990.212216767074,Not furnished,Yes,Yes,32601.0
Kengeri,992.2959609464676,346,4,4855.036956390059,Not furnished,Yes,Yes,20969.0
Yelahanka,4286.442792085318,630,3,4201.683263721497,Furnished,Yes,Yes,24650.0
Kengeri,6285.021702362039,291,3,4545.701417283587,Furnished,No,No,12305.0
Kengeri,2151.5562162405554,507,5,3541.772195714848,Furnished,Yes,Yes,12077.0
Kengeri,6274.678987660728,355,5,4519.778801385868,Not furnished,Yes,Yes,22000.0
Kengeri,9236.648375496527,229,5,824.2531767616368,Furnished,Yes,Yes,19224.0
Majestic,9975.18131172675,305,4,3561.80707520813,Furnished,No,Yes,21452.0
Majestic,324.51076790675717,347,5,3659.3867748573807,Furnished,Yes,Yes,25790.0
Silk Board,2355.882282446775,448,2,2195.904732497103,Furnished,No,Yes,33092.0
Electronic City,3103.0711579169747,707,4,398.6923367895606,Furnished,Yes,Yes,27129.0
Kengeri,3991.261004449661,358,4,3112.218731304136,Furnished,Yes,Yes,13624.0
Silk Board,2422.571575847674,200,5,259.4040328524033,Furnished,Yes,Yes,33316.0
Electronic City,2034.8799455531253,200,5,1912.0124807827476,Furnished,Yes,No,21661.0
K.R Puram,9545.538424175,286,4,1968.3511448787583,Furnished,Yes,Yes,21163.0
Yelahanka,9185.216027705179,200,3,4994.612542316664,Furnished,Yes,Yes,27422.0
Majestic,469.9250100311747,433,3,1499.0101686455525,Semi-furnished,Yes,Yes,36095.0
K.R Puram,3388.1302160484815,434,5,4102.269689618443,Furnished,Yes,Yes,17537.0
Electronic City,4051.4855367840664,328,3,265.858426091769,Furnished,Yes,Yes,24708.0
K.R Puram,2390.1453466594335,448,2,2648.829926929202,Furnished,No,Yes,16817.0
Yelahanka,6288.728969881755,359,2,2683.4583927800604,Furnished,Yes,Yes,28755.0
Electronic City,6403.80746644241,630,2,3143.7492659723116,Furnished,Yes,Yes,18935.0
K.R Puram,8505.042283285971,443,4,4050.0260169496914,Furnished,Yes,No,23978.0
Majestic,7408.692683852179,484,4,3809.61690861574,Furnished,Yes,Yes,23410.0
Majestic,5425.733269659556,200,4,3805.0406416618725,Furnished,No,Yes,29181.0
Silk Board,6535.867700444199,200,4,2161.4696716214344,Furnished,Yes,Yes,23986.0
K.R Puram,2739.887815430181,421,4,3637.357412332632,Furnished,Yes,Yes,22154.0
Kengeri,5930.561899673577,200,5,2456.5785887456077,Furnished,Yes,Yes,14021.0
K.R Puram,4892.272547499192,256,3,334.75589172501094,Furnished,Yes,Yes,19140.0
Electronic City,1333.444673163704,526,5,4450.908913058635,Furnished,Yes,Yes,21163.0
Electronic City,2425.4427658297072,253,3,4450.816530693802,Furnished,Yes,Yes,24592.0
K.R Puram,2916.9345072158603,200,5,1614.3938232756966,Semi-furnished,Yes,Yes,30987.0
Yelahanka,9243.09567052558,450,2,4569.513096404701,Furnished,Yes,No,16491.0
Majestic,2303.8663938588943,661,1,3789.9201925254074,Furnished,Yes,No,25268.0
Electronic City,2892.4390281966816,228,4,2004.0061543101156,Not furnished,Yes,Yes,30160.0
Majestic,3693.541300894323,533,1,1657.5279921262675,Furnished,Yes,Yes,21254.0
Electronic City,6637.42738625387,210,1,4875.713496930505,Furnished,Yes,Yes,17248.0
Silk Board,1182.3839247214053,333,2,3563.1348155565547,Furnished,Yes,No,24241.0
Kengeri,9539.452124937761,339,1,1894.049773856001,Furnished,Yes,No,11639.0
Electronic City,8655.712200947644,232,1,3209.9194399040252,Furnished,Yes,Yes,32683.0
Majestic,5772.160730089502,481,2,2857.6309951868443,Semi-furnished,Yes,Yes,32440.0
Silk Board,6740.378674249568,200,3,2622.7001135198034,Furnished,Yes,No,37585.0
Electronic City,166.6047124421599,379,5,3223.509494059219,Furnished,Yes,Yes,15554.0
Yelahanka,3389.447753484487,511,1,2688.1316109018094,Furnished,Yes,Yes,15043.0
Kengeri,7956.60230661442,468,4,3273.951768431903,Furnished,Yes,No,22586.0
Electronic City,774.8297379238589,423,2,4537.842811118195,Semi-furnished,Yes,No,19567.0
Silk Board,2823.138342107202,587,1,4966.324840726359,Furnished,Yes,Yes,34313.0
Yelahanka,5852.9682833431125,317,3,3546.4343667400667,Furnished,Yes,No,27109.0
K.R Puram,2564.1302769894182,200,3,4639.104008752163,Furnished,Yes,Yes,28064.0
Silk Board,9339.779741445192,370,4,4292.05126941477,Furnished,Yes,Yes,22356.0
Silk Board,1310.5863080429037,331,1,1475.1869899063956,Furnished,Yes,Yes,38866.0
Yelahanka,7973.943579077786,200,4,4664.539915215178,Furnished,No,Yes,26669.0
Silk Board,5079.486919064082,200,3,354.04500026310734,Furnished,Yes,Yes,25654.0
Yelahanka,7503.30775819956,200,3,1649.6091052177242,Not furnished,Yes,No,28781.0
Electronic City,3107.1532831144746,227,5,3199.724675524,Furnished,Yes,No,20696.0
Yelahanka,5144.896023120387,297,3,2634.5772294757103,Semi-furnished,No,No,16230.0
Yelahanka,8568.353497231763,303,2,2712.061964146813,Furnished,Yes,Yes,20197.0
Kengeri,4668.780991231044,233,5,3974.44164900624,Furnished,Yes,Yes,14239.0
Yelahanka,3597.1986191026963,200,4,973.5184114309614,Semi-furnished,No,No,29304.0
Yelahanka,5361.55386252736,406,3,4910.377549837293,Furnished,Yes,No,17394.0
K.R Puram,7173.6275303636685,367,2,2187.291136485853,Semi-furnished,Yes,No,25829.0
Electronic City,4435.633454985027,372,5,4749.216324027976,Furnished,Yes,Yes,34155.0
Kengeri,9388.76975142273,616,2,1915.5793224841632,Semi-furnished,Yes,No,16026.0
K.R Puram,2949.45824042342,374,5,3008.9333442581783,Furnished,Yes,No,25228.0
Majestic,4754.636061691204,295,5,2251.5573566156804,Semi-furnished,Yes,Yes,34075.0
Electronic City,7569.2765934144145,334,5,3379.6758192598513,Semi-furnished,Yes,Yes,26915.0
Electronic City,6891.210904957582,364,4,918.1236469209325,Furnished,Yes,No,28401.0
Majestic,8636.410524171562,442,5,2003.1426642024246,Furnished,No,Yes,23533.0
Yelahanka,9968.09180681109,343,5,341.9056105371571,Furnished,Yes,Yes,12774.0
K.R Puram,4268.583287950895,200,2,2990.5070849500676,Furnished,Yes,Yes,19986.0
Silk Board,1111.5087978331185,284,5,4813.408492945614,Furnished,Yes,Yes,37129.0
Kengeri,304.1588080796798,350,4,229.53257578692876,Furnished,Yes,Yes,16069.0
Silk Board,7268.7690613977165,545,2,3298.1501225078323,Furnished,No,Yes,38631.0
Majestic,8740.136713087157,232,5,3875.4898181882986,Furnished,Yes,Yes,34103.0
Electronic City,2207.1258594441865,200,2,1065.5421208881444,Furnished,Yes,No,34024.0
Electronic City,1584.4803718990597,359,4,1365.3714668427353,Furnished,Yes,Yes,20552.0
Kengeri,622.0509152569098,479,2,1007.9054312001767,Furnished,Yes,Yes,12817.0
Electronic City,8227.029217172063,290,4,1487.0631833815373,Furnished,Yes,Yes,17139.0
Electronic City,3113.8193989258434,707,3,550.4127959668708,Furnished,Yes,Yes,34540.0
Kengeri,4016.968927597765,672,5,1851.7393564271117,Furnished,Yes,Yes,13091.0
K.R Puram,5027.501916096123,339,4,1844.6459765719742,Furnished,No,Yes,21542.0
K.R Puram,8394.532342095508,378,5,4036.3372830270446,Furnished,Yes,Yes,16852.0
Kengeri,6508.33221561485,555,4,4004.791578003592,Not furnished,Yes,No,21806.0
Majestic,6150.646298578113,336,1,3983.616816546824,Furnished,Yes,Yes,37337.0
Electronic City,1756.720999559107,229,1,2835.179566094652,Furnished,Yes,Yes,31421.0
Electronic City,5131.898917098298,483,1,1629.4034343316728,Furnished,Yes,No,27911.0
Majestic,7153.810171786552,419,4,2054.822582002169,Furnished,Yes,Yes,21000.0
K.R Puram,9732.608830304918,228,5,1588.717523810409,Furnished,No,Yes,26775.0
Yelahanka,2014.0630921335223,391,1,2909.639524903607,Not furnished,No,Yes,15826.0
Yelahanka,95.43353067226646,325,5,4689.8956065683315,Furnished,Yes,Yes,13587.0
Yelahanka,753.0143359846975,292,4,1422.483920278571,Furnished,Yes,Yes,21599.0
K.R Puram,3758.5246518197923,232,5,2294.2590882306486,Not furnished,No,Yes,18875.0
K.R Puram,8205.446477459871,368,5,3275.5846506967005,Furnished,Yes,Yes,26604.0
Majestic,71.42081768245046,310,1,4223.474558977914,Not furnished,Yes,Yes,24722.0
Electronic City,4567.305928858403,392,2,1266.6696032048242,Not furnished,Yes,Yes,22867.0
Majestic,3292.306153413945,472,3,1401.4497549019527,Not furnished,Yes,Yes,20553.0
Majestic,524.8171009972757,384,4,4425.827661279681,Semi-furnished,Yes,No,30915.0
K.R Puram,4502.362866726173,387,4,401.29059992901506,Furnished,Yes,Yes,30635.0
Yelahanka,2547.4870733671883,268,4,3027.238029836063,Furnished,Yes,Yes,15709.0
Silk Board,3518.8483434700647,526,3,4302.277080479936,Furnished,Yes,Yes,30212.0
Electronic City,7056.15304784293,222,2,4608.713751757667,Not furnished,Yes,No,24066.0
K.R Puram,5215.509839109671,200,5,63.43627116434381,Furnished,No,Yes,29629.0
Yelahanka,1246.4742899281334,200,4,1848.3298874709214,Furnished,No,Yes,16375.0
Silk Board,9614.145404236391,505,5,1286.3239306052333,Furnished,Yes,Yes,26987.0
Silk Board,6359.107657097384,418,1,2840.162943873616,Furnished,Yes,Yes,37646.0
K.R Puram,7658.684256625315,546,1,3164.3113840681463,Furnished,Yes,Yes,23604.0
Kengeri,792.1315000837081,200,1,4998.872388027644,Not furnished,Yes,Yes,19469.0
Electronic City,470.583794600189,698,4,2563.8124844946283,Furnished,Yes,No,23254.0
Silk Board,194.48050368081172,307,3,2757.334393686349,Furnished,No,Yes,23548.0
K.R Puram,1887.9402777344444,200,4,2071.5675390282095,Furnished,Yes,Yes,27289.0
K.R Puram,4144.083977184951,679,1,738.3861891928783,Furnished,Yes,Yes,29746.0
Yelahanka,9358.261334028228,200,1,1516.6232014029924,Furnished,Yes,Yes,13136.0
Kengeri,4570.596592657763,290,4,1234.924588555159,Furnished,Yes,Yes,14803.0
Electronic City,2902.551053725294,319,3,4006.0984567417104,Furnished,Yes,Yes,17804.0
Majestic,5619.352535196634,416,3,2729.082107761562,Furnished,Yes,Yes,18889.0
Yelahanka,1119.3457813478924,231,5,1480.9681510767102,Furnished,Yes,No,15103.0
Silk Board,6095.058910049832,505,2,2445.4645144675164,Furnished,Yes,Yes,26539.0
Silk Board,5684.319543305033,463,1,1094.3244154770775,Furnished,No,Yes,34885.0
Yelahanka,7919.930334057097,352,3,925.6357528660897,Furnished,Yes,Yes,17007.0
K.R Puram,9866.87611617024,548,1,4299.71118620943,Furnished,Yes,Yes,19069.0
Silk Board,2508.734717161105,339,2,4724.054272330694,Furnished,No,Yes,26938.0
Kengeri,5096.564508037606,308,1,400.0730391349394,Furnished,Yes,Yes,12519.0
Electronic City,9088.654063190035,649,3,3824.4135359321026,Furnished,Yes,No,25384.0
Kengeri,7851.8988442284135,394,5,2266.5576821364507,Furnished,Yes,Yes,14436.0
Silk Board,4874.063031008076,202,4,1944.8582065412668,Furnished,Yes,Yes,22842.0
Majestic,9453.716496147777,222,4,3447.056547739105,Furnished,Yes,Yes,34645.0
Electronic City,572.3669351680937,352,3,1331.2684266718284,Semi-furnished,Yes,Yes,20130.0
Electronic City,9309.98619712584,200,3,102.90613141793692,Furnished,Yes,Yes,29228.0
Yelahanka,505.07392382806546,255,2,1070.014239100075,Not furnished,Yes,Yes,16636.0
Yelahanka,5473.047441146843,334,1,924.6253835458446,Furnished,Yes,Yes,21375.0
Majestic,8904.409480010858,324,2,170.2469077678126,Furnished,Yes,Yes,23397.0
K.R Puram,2627.2094356130283,200,4,1606.5770801316064,Furnished,Yes,Yes,19044.0
Electronic City,4722.4849894515855,282,1,2372.592667570699,Furnished,Yes,No,23266.0
Majestic,3243.2887913696663,526,2,3679.143485252892,Furnished,Yes,Yes,19667.0
Yelahanka,9521.439170763513,495,4,1628.3066274629844,Furnished,Yes,No,25958.0
Yelahanka,8236.455947530909,364,1,972.701328288717,Furnished,Yes,No,23517.0
Electronic City,7090.015113263796,339,5,1153.098846268027,Furnished,Yes,Yes,27689.0
Kengeri,5876.269866151087,325,5,4455.885395808573,Furnished,Yes,No,13591.0
Silk Board,8205.917893241482,385,2,1023.6020320868439,Furnished,Yes,Yes,21239.0
Yelahanka,3922.670415235471,365,3,4396.203337582551,Semi-furnished,Yes,No,26993.0
K.R Puram,4475.518551060619,398,1,2235.494977438977,Not furnished,Yes,No,28914.0
K.R Puram,7300.017210808614,425,2,4672.002161742632,Furnished,Yes,No,21834.0
Yelahanka,3577.5476329371427,200,3,2040.4606815234933,Semi-furnished,Yes,Yes,28759.0
Kengeri,639.0094204837383,303,3,888.4146690290867,Not furnished,No,Yes,15516.0
Kengeri,743.3460888607146,379,1,2745.149646056688,Furnished,No,Yes,16259.0
Majestic,1153.6280130570387,205,1,2938.5330142453386,Not furnished,Yes,Yes,21705.0
